               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*                   O*                  CO*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2                 8000         1.0312507879823984E-05         1.0000000000000000E+03        -2.8250000000000188E+00                   0                    3                    2                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                   -1                    0                    0                    0                    0
                   3                16000         1.1724309958639598E-05         1.0000000000000000E+03        -2.6480000000008745E+00                   0                    7                    2                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    0
                   4                24000         1.2469711420930408E-05         1.0000000000000000E+03        -1.1800000000136857E-01                   0                    9                    1                    0                    0                    0                    0                    1                    2                    0                    0                    0                   -3                   -1                    0                    0                    0                    1
                   5                32000         1.2819775132974981E-05         1.0000000000000000E+03        -1.9900000000136808E-01                   0                    8                    0                    0                    0                    0                    0                    1                    2                    0                    1                    0                   -3                   -1                    0                    0                    0                    1
                   6                40000         1.3176918688993579E-05         1.0000000000000000E+03         2.5309999999986288E+00                   0                    7                    0                    0                    0                    0                    0                    1                    2                    0                    0                    0                   -3                   -1                    0                    0                    0                    2
                   7                48000         1.3883776349832547E-05         1.0000000000000000E+03         2.4429999999986300E+00                   0                    7                    0                    0                    0                    0                    0                    1                    2                    0                    0                    0                   -3                   -1                    0                    0                    0                    2
                   8                56000         1.4614922657202650E-05         1.0000000000000000E+03         2.0969999999986619E+00                   0                    6                    0                    0                    0                    0                    0                    2                    1                    0                    0                    0                   -3                   -1                    0                    0                    0                    2
                   9                64000         1.5285683638392007E-05         1.0000000000000000E+03         2.4089999999986693E+00                   0                    7                    0                    0                    0                    0                    0                    1                    2                    0                    0                    0                   -3                   -1                    0                    0                    0                    2
                  10                72000         1.5658134704609034E-05         1.0000000000000000E+03         2.4969999999986801E+00                   0                    7                    0                    0                    0                    0                    0                    1                    2                    0                    0                    0                   -3                   -1                    0                    0                    0                    2
                  11                80000         1.6375364836843995E-05         1.0000000000000000E+03         2.1349999999986737E+00                   0                    6                    0                    0                    0                    0                    0                    2                    1                    0                    0                    0                   -3                   -1                    0                    0                    0                    2
                  12                88000         1.6737648502441725E-05         1.0000000000000000E+03         2.4529999999986840E+00                   0                    7                    0                    0                    0                    0                    0                    1                    2                    0                    0                    0                   -3                   -1                    0                    0                    0                    2
                  13                96000         1.8111592757801085E-05         1.0000000000000000E+03         2.4089999999986906E+00                   0                    7                    0                    0                    0                    0                    0                    1                    2                    0                    0                    0                   -3                   -1                    0                    0                    0                    2
                  14               104000         1.8913867014859037E-05         1.0000000000000000E+03         2.1749999999987035E+00                   0                    6                    0                    0                    0                    0                    0                    2                    1                    0                    0                    0                   -3                   -1                    0                    0                    0                    2
                  15               112000         1.9803704228948034E-05         1.0000000000000000E+03         2.4489999999986889E+00                   0                    7                    0                    0                    0                    0                    0                    1                    2                    0                    0                    0                   -3                   -1                    0                    0                    0                    2
                  16               120000         2.0904068775548853E-05         1.0000000000000000E+03         2.3429999999986775E+00                   0                    6                    0                    0                    0                    0                    1                    0                    2                    0                    0                    0                   -3                   -1                    0                    0                    0                    2
                  17               128000         2.1388811200518907E-05         1.0000000000000000E+03         2.4469999999986980E+00                   0                    7                    0                    0                    0                    0                    0                    1                    2                    0                    0                    0                   -3                   -1                    0                    0                    0                    2
                  18               136000         2.1881276332104147E-05         1.0000000000000000E+03         2.4529999999987036E+00                   0                    7                    0                    0                    0                    0                    0                    1                    2                    0                    0                    0                   -3                   -1                    0                    0                    0                    2
                  19               144000         2.2548414285460190E-05         1.0000000000000000E+03         2.3489999999987110E+00                   0                    6                    0                    0                    0                    0                    1                    0                    2                    0                    0                    0                   -3                   -1                    0                    0                    0                    2
                  20               152000         2.2945602612999616E-05         1.0000000000000000E+03         2.5349999999987318E+00                   0                    7                    0                    0                    0                    0                    0                    1                    2                    0                    0                    0                   -3                   -1                    0                    0                    0                    2
                  21               160000         2.3195127806946044E-05         1.0000000000000000E+03         2.0749999999987763E+00                   0                    5                    0                    0                    0                    0                    1                    1                    1                    0                    0                    0                   -3                   -1                    0                    0                    0                    2
                  22               168000         2.3813009356688154E-05         1.0000000000000000E+03         2.0059999999987936E+00                   0                    9                    0                    0                    0                    0                    0                    3                    1                    0                    0                    0                   -4                   -1                    0                    0                    0                    2
                  23               176000         2.4148371426975534E-05         1.0000000000000000E+03         2.7079999999988664E+00                   0                   11                    0                    0                    0                    0                    0                    1                    3                    0                    0                    0                   -4                   -1                    0                    0                    0                    2
                  24               184000         2.4437759104705201E-05         1.0000000000000000E+03         1.8539999999988970E+00                   0                    8                    0                    0                    0                    0                    1                    2                    1                    0                    0                    0                   -4                   -1                    0                    0                    0                    2
                  25               192000         2.4752729445801525E-05         1.0000000000000000E+03         2.3019999999989991E+00                   0                    9                    0                    0                    0                    0                    1                    1                    2                    0                    0                    0                   -4                   -1                    0                    0                    0                    2
                  26               200000         2.5617438125758210E-05         1.0000000000000000E+03         2.6679999999990267E+00                   0                   11                    0                    0                    0                    0                    0                    1                    3                    0                    0                    0                   -4                   -1                    0                    0                    0                    2
                  27               208000         2.5951911585671375E-05         1.0000000000000000E+03         2.5259999999990987E+00                   0                   11                    0                    0                    0                    0                    0                    1                    3                    0                    0                    0                   -4                   -1                    0                    0                    0                    2
                  28               216000         2.6390614647818804E-05         1.0000000000000000E+03         1.8419999999991576E+00                   0                    8                    0                    0                    0                    0                    1                    2                    1                    0                    0                    0                   -4                   -1                    0                    0                    0                    2
                  29               224000         2.6596692103674350E-05         1.0000000000000000E+03        -1.9800000000087636E-01                   0                   11                    2                    0                    0                    0                    0                    1                    3                    0                    0                    0                   -4                   -2                    0                    0                    0                    2
                  30               232000         2.6862569001822477E-05         1.0000000000000000E+03        -2.0800000000093644E-01                   0                    9                    1                    0                    0                    0                    0                    2                    2                    0                    1                    0                   -4                   -2                    0                    0                    0                    2
                  31               240000         2.7195518366204195E-05         1.0000000000000000E+03         2.1249999999990550E+00                   0                    9                    1                    0                    0                    0                    0                    1                    3                    0                    0                    0                   -4                   -2                    0                    0                    0                    3
                  32               248000         2.7493657927855445E-05         1.0000000000000000E+03         4.5399999999996794E+00                   0                    6                    0                    0                    0                    0                    0                    2                    2                    0                    0                    0                   -4                   -2                    0                    0                    0                    4
                  33               256000         2.8131887860705165E-05         1.0000000000000000E+03         4.9780000000010851E+00                   0                    7                    0                    0                    0                    0                    0                    1                    3                    0                    0                    0                   -4                   -2                    0                    0                    0                    4
